"14q",33.32,0,39.38,0
"15q",0,0,24.44,0
"16q",0,0,100,0
"17q",76.76,0,0,74.6
"18q",12.63,0,17.86,31.16
"19q",94.93,0,5.03,0
"20q",100,0,0,0
"21q",100,0,0,0
"22q",0,0,100,0
"Yq",0,0,0,0
"Xq",94.67,0,0,3.88
"1p",100,0,0,0
"2p",93.48,0,0,9.4
"3p",40.88,0,59.06,0
"4p",96.4,0,0,0
"5p",97.23,0,0,0
"6p",100,0,0,0
"7p",100,0,0,0
"8p",0,0,99.66,0
"9p",0,0,95.1,0
"10p",96.36,0,0,70.22
"11p",81.05,0,18.9,8.47
"12p",30.83,0,61.89,0
"16p",16.91,0,0,0
"17p",2.01,0,92.89,0
"18p",9.52,0,75.78,0
"19p",100,0,0,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",99.91,0,0,0
"1q",1.85,0,0,0
"2q",100,0,0,0
"3q",67.85,0,0,2.49
"4q",99.06,0,4.11,96.62
"5q",100,0,0,0
"6q",100,0,0,0
"7q",100,0,0,0
"8q",92.61,0,7.38,0
"9q",50.96,0,58.79,0
"10q",16.47,0,80.43,0
"11q",100,0,0,0
"12q",38.46,0,61.52,0
"13q",0,0,84.25,0
"14q",49.52,0,23.36,0
"15q",78.19,0,0,0
"16q",4.31,0,78.45,0
"17q",100,0,34.13,5.77
"18q",96.91,0,0,4.44
"19q",100,0,0,0
"20q",100,0,0,0
"21q",41.49,0,0,0
"22q",1.8,0,61.77,37.86
"Yq",0,0,0,0
"Xq",96.71,0,0.41,0
"1p",0,0,99.93,0
"2p",0,0,0,0
"3p",0,0,0,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,0
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,66.84,0
"10p",0,0,0,0
"11p",0,0,98.42,0
"12p",0,0,0,0
"16p",0,0,0,0
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",98.02,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,58.25,3.2
"5q",0,0,0.24,0
"6q",0,0,0,2.32
"7q",0,0,0,0
"8q",0,0,0,0
"9q",0,0,79.52,14.24
"10q",0,0,0,0
"11q",0,0,0,0
"12q",0,0,0,0
"13q",0,0,0,0
"14q",0,0,98.92,0
"15q",0,0,99.79,0
"16q",0,0,0,0
"17q",0,0,0,0
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0.33,0
"1p",0,0,99.93,0
"2p",100,0,0,0
"3p",0.35,0,0,100
"4p",0,0,0,100
"5p",99.94,0,0,0
"6p",100,0,0,0
"7p",9.74,0,1.1,0
"8p",0,0,1.15,99.57
"9p",0,0,0,0
"10p",100,0,0,0
"11p",0,0,0,100
"12p",99.7,0,0,99.63
"16p",0,0,0,100
"17p",0,0,17.75,99.89
"18p",0,0,100,99.9
"19p",100,0,0,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",4.27,0,0,0
"1q",99.17,0,0,0
"2q",100,0,0,0
"3q",0,0,0,100
"4q",0,0,0,99.92
"5q",100,0,0,4.55
"6q",0,0,0,100
"7q",0,0,0,8.75
"8q",0,0,0.54,100
"9q",0.57,0,0,3.73
"10q",100,0,0,6.11
"11q",0,0,0,100
"12q",100,0,0,99.97
"13q",0,0,0,100
"14q",0,0,0,98.92
"15q",0,0,99.79,0
"16q",0,0,0,100
"17q",0,0,0,100
"18q",0,0,99.99,0
"19q",100,0,0,0
"20q",100,0,0,17.29
"21q",0,0,0,100
"22q",100,0,0,0
"Yq",100,0,0,0
"Xq",0,0,0,0
"1p",0,0,0,0
"2p",0,0,0,0
"3p",0,0,0,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,5.31
"7p",0,0,0,0
"8p",99.66,0,0,0
"9p",0,0,0,0
"10p",0,0,0,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",0,0,0,7.79
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
