sample_id	CHROMOSOME	Arm	GAIN	LOSS	LOH
H17006127	8	p	97	0	0
H17006127	9	p	1	0	0
H17006127	10	p	0	0	0
H17006127	11	p	0	0	0
H17006127	12	p	96	0	0
H17006127	16	p	0	0	9
H17006127	17	p	98	0	0
H17006127	18	p	0	92	0
H17006127	19	p	31	0	0
H17006127	20	p	98	0	0
H17006127	21	p	0	0	0
H17006127	Y	p	0	0	0
H17006127	X	p	0	0	97
H17006127	1	q	97	1	0
H17006127	2	q	0	0	2
H17006127	3	q	0	0	0
H17006127	4	q	0	0	0
H17006127	5	q	0	0	0
H17006127	6	q	0	0	0
H17006127	7	q	0	0	0
H17006127	8	q	95	0	0
H17006127	9	q	9	0	0
H17006127	10	q	0	0	3
H17006127	11	q	0	0	0
H17006127	12	q	97	0	0
H17006127	13	q	92	0	0
H17006127	14	q	0	0	98
H17006127	15	q	0	0	7
H17006127	16	q	0	0	0
H17006127	17	q	94	0	5
H17006127	18	q	0	96	0
H17006127	19	q	38	0	0
H17006127	20	q	99	0	0
H17006127	21	q	9	0	0
H17006127	22	q	0	20	0
H17006127	Y	q	0	0	0
H17006127	X	q	11	0	99
H17006303	1	p	0	0	0
H17006303	2	p	0	0	0
H17006303	3	p	0	0	2
H17006303	4	p	0	0	0
H17006303	5	p	0	0	0
H17006303	6	p	0	0	0
H17006303	7	p	0	0	0
H17006303	8	p	0	0	0
H17006303	9	p	0	1	0
H17006303	10	p	0	0	0
H17006303	11	p	0	0	7
H17006303	12	p	0	0	0
H17006303	16	p	2	0	13
H17006303	17	p	0	0	0
H17006303	18	p	0	0	0
H17006303	19	p	0	0	0
H17006303	20	p	0	0	0
H17006303	21	p	0	0	0
H17006303	Y	p	0	0	0
H17006303	X	p	0	0	0
H17006303	1	q	0	0	0
H17006303	2	q	0	0	0
H17006303	3	q	0	0	2
H17006303	4	q	0	0	0
H17006303	5	q	0	0	0
H17006303	6	q	0	0	0
H17006303	7	q	0	0	0
H17006303	8	q	0	0	0
H17006303	9	q	0	0	0
H17006303	10	q	0	0	0
H17006303	11	q	0	0	0
H17006303	12	q	0	0	0
H17006303	13	q	0	0	0
H17006303	14	q	0	0	0
H17006303	15	q	0	0	0
H17006303	16	q	0	0	0
H17006303	17	q	0	0	0
H17006303	18	q	0	0	0
H17006303	19	q	0	0	0
H17006303	20	q	0	0	0
H17006303	21	q	0	0	0
H17006303	22	q	0	0	0
H17006303	Y	q	0	0	0
H17006303	X	q	0	0	0
H17006347	1	p	0	0	0
H17006347	2	p	84	0	0
H17006347	3	p	0	0	99
H17006347	4	p	0	0	0
H17006347	5	p	99	0	0
H17006347	6	p	98	0	0
H17006347	7	p	0	0	0
H17006347	8	p	99	0	0
H17006347	9	p	0	0	0
H17006347	10	p	0	0	0
H17006347	11	p	0	0	0
H17006347	12	p	99	0	0
H17006347	16	p	0	0	0
H17006347	17	p	0	0	0
H17006347	18	p	0	0	0
H17006347	19	p	0	0	0
H17006347	20	p	0	0	0
H17006347	21	p	0	0	0
H17006347	Y	p	0	0	0
H17006347	X	p	0	0	15
H17006347	1	q	0	0	0
H17006347	2	q	0	1	2
H17006347	3	q	0	0	99
H17006347	4	q	0	0	0
H17006347	5	q	0	0	0
H17006347	6	q	0	98	0
H17006347	7	q	0	0	0
H17006347	8	q	99	0	0
H17006347	9	q	0	99	0
H17006347	10	q	0	0	0
H17006347	11	q	0	0	0
H17006347	12	q	99	0	0
H17006347	13	q	0	0	0
H17006347	14	q	0	0	0
H17006347	15	q	0	0	0
H17006347	16	q	0	0	0
H17006347	17	q	0	0	0
H17006347	18	q	0	0	0
H17006347	19	q	0	0	0
H17006347	20	q	0	0	0
H17006347	21	q	0	0	0
H17006347	22	q	0	0	0
H17006347	Y	q	0	0	0
H17006347	X	q	0	0	4
H17006366	1	p	0	0	2
H17006366	2	p	0	2	4
H17006366	3	p	0	0	0
H17006366	4	p	0	0	0
H17006366	5	p	0	0	0
H17006366	6	p	0	0	0
H17006366	7	p	99	0	0
H17006366	8	p	0	0	0
H17006366	9	p	0	0	0
H17006366	10	p	0	99	0
H17006366	11	p	0	0	0
H17006366	12	p	0	5	0
H17006366	16	p	0	0	9
H17006366	17	p	0	0	0
H17006366	18	p	0	0	0
H17006366	19	p	0	0	0
H17006366	20	p	0	0	0
H17006366	21	p	0	0	0
H17006366	Y	p	0	0	0
H17006366	X	p	0	0	0
H17006366	1	q	0	0	0
H17006366	2	q	0	0	0
H17006366	3	q	0	5	5
H17006366	4	q	0	0	0
H17006366	5	q	0	0	0
H17006366	6	q	0	0	0
H17006366	7	q	99	0	0
H17006366	8	q	0	0	4
H17006366	9	q	0	0	0
H17006366	10	q	0	99	0
H17006366	11	q	0	0	0
H17006366	12	q	1	17	0
H17006366	13	q	0	0	0
H17006366	14	q	0	0	0
H17006366	15	q	0	28	0
H17006366	16	q	0	0	6
H17006366	17	q	0	0	0
H17006366	18	q	0	0	0
H17006366	19	q	0	0	0
H17006366	20	q	0	0	0
H17006366	21	q	0	0	0
H17006366	22	q	0	0	0
H17006366	Y	q	0	0	0
H17006366	X	q	0	0	0
H17006400	1	p	0	0	0
H17006400	2	p	0	0	0
H17006400	3	p	0	0	0
H17006400	4	p	0	0	0
H17006400	5	p	0	0	5
H17006400	6	p	0	0	0
H17006400	7	p	0	0	0
H17006400	8	p	0	0	0
H17006400	9	p	0	0	0
H17006400	10	p	0	0	0
H17006400	11	p	0	0	5
H17006400	12	p	0	0	0
H17006400	16	p	0	0	7
H17006400	17	p	0	0	0
H17006400	18	p	0	0	0
H17006400	19	p	0	10	0
H17006400	20	p	0	0	0
H17006400	21	p	0	0	0
H17006400	Y	p	0	0	0
H17006400	X	p	0	0	0
H17006400	1	q	0	0	0
H17006400	2	q	0	0	0
H17006400	3	q	0	0	0
H17006400	4	q	0	0	0
H17006400	5	q	0	0	0
H17006400	6	q	0	0	0
H17006400	7	q	0	0	3
H17006400	8	q	9	0	0
H17006400	9	q	0	0	0
H17006400	10	q	0	0	0
H17006400	11	q	1	0	0
H17006400	12	q	5	0	5
H17006400	13	q	0	0	0
H17006400	14	q	0	0	0
H17006400	15	q	0	0	0
H17006400	16	q	0	0	0
H17006400	17	q	0	0	0
H17006400	18	q	0	0	0
H17006400	19	q	0	0	0
H17006400	20	q	0	0	0
H17006400	21	q	23	0	0
H17006400	22	q	0	0	0
H17006400	Y	q	0	0	0
H17006400	X	q	0	0	0
H17006468	1	p	0	73	2
H17006468	2	p	0	0	0
H17006468	3	p	0	0	0
H17006468	4	p	0	0	0
H17006468	5	p	0	3	5
H17006468	6	p	39	0	0
H17006468	7	p	0	0	0
H17006468	8	p	75	0	0
H17006468	9	p	0	0	0
H17006468	10	p	97	0	0
H17006468	11	p	0	0	0
H17006468	12	p	98	0	0
H17006468	16	p	0	0	9
H17006468	17	p	42	0	0
H17006468	18	p	0	66	0
H17006468	19	p	0	0	0
H17006468	20	p	18	1	0
H17006468	21	p	0	0	0
H17006468	Y	p	0	0	0
H17006468	X	p	0	0	97
H17006468	1	q	3	0	0
H17006468	2	q	0	0	2
H17006468	3	q	0	0	0
H17006468	4	q	0	0	0
H17006468	5	q	0	0	0
H17006468	6	q	98	0	0
H17006468	7	q	0	0	0
H17006468	8	q	95	0	0
H17006468	9	q	0	0	0
H17006468	10	q	0	0	0
H17006468	11	q	0	0	0
H17006468	12	q	0	1	0
H17006468	13	q	86	0	0
H17006468	14	q	0	0	97
H17006468	15	q	0	53	0
H17006468	16	q	0	0	0
H17006468	17	q	64	0	5
H17006468	18	q	0	34	0
H17006468	19	q	0	0	0
H17006468	20	q	6	0	0
H17006468	21	q	0	0	0
H17006468	22	q	0	0	0
H17006468	Y	q	0	0	0
H17006468	X	q	0	0	99
H17006774	1	p	34	10	11
H17006774	2	p	0	0	0
H17006774	3	p	2	0	3
H17006774	4	p	0	95	97
H17006774	5	p	0	0	7
H17006774	6	p	0	0	0
H17006774	7	p	0	4	0
H17006774	8	p	23	76	70
H17006774	9	p	0	95	82
H17006774	10	p	0	0	0
H17006774	11	p	98	0	0
H17006774	12	p	0	0	0
H17006774	16	p	6	22	10
H17006774	17	p	0	84	90
H17006774	18	p	14	42	45
H17006774	19	p	0	40	11
H17006774	20	p	0	16	0
H17006774	21	p	0	0	0
H17006774	Y	p	0	0	0
H17006774	X	p	0	3	4
H17006774	1	q	99	0	0
H17006774	2	q	5	0	0
H17006774	3	q	0	0	0
H17006774	4	q	0	0	0
H17006774	5	q	0	0	0
H17006774	6	q	3	35	79
H17006774	7	q	0	11	6
H17006774	8	q	69	21	22
H17006774	9	q	0	44	41
H17006774	10	q	7	30	33
H17006774	11	q	14	85	86
H17006774	12	q	0	0	0
H17006774	13	q	0	99	99
H17006774	14	q	19	0	0
H17006774	15	q	3	0	0
H17006774	16	q	8	74	76
H17006774	17	q	0	0	0
H17006774	18	q	18	0	0
H17006774	19	q	0	11	0
H17006774	20	q	1	0	0
H17006774	21	q	13	0	0
H17006774	22	q	6	0	0
H17006774	Y	q	0	0	0
H17006774	X	q	0	0	2
H17006782	1	p	0	99	0
H17006782	2	p	0	0	0
H17006782	3	p	0	99	0
H17006782	4	p	0	97	0
H17006782	5	p	0	0	0
H17006782	6	p	0	0	0
H17006782	7	p	0	0	0
H17006782	8	p	21	78	0
H17006782	9	p	0	95	0
H17006782	10	p	0	99	0
H17006782	11	p	1	1	0
H17006782	12	p	0	0	0
H17006782	16	p	0	0	0
H17006782	17	p	0	0	99
H17006782	18	p	31	0	0
H17006782	19	p	0	23	0
H17006782	20	p	0	3	18
H17006782	21	p	0	0	0
H17006782	Y	p	0	0	0
H17006782	X	p	4	0	0
H17006782	1	q	13	0	8
H17006782	2	q	0	0	0
H17006782	3	q	99	0	0
H17006782	4	q	0	32	0
H17006782	5	q	0	99	0
H17006782	6	q	0	1	0
H17006782	7	q	0	0	0
H17006782	8	q	99	0	8
H17006782	9	q	0	3	96
H17006782	10	q	3	96	0
H17006782	11	q	19	74	0
H17006782	12	q	0	0	0
H17006782	13	q	0	0	99
H17006782	14	q	19	34	45
H17006782	15	q	14	33	3
H17006782	16	q	0	0	0
H17006782	17	q	6	1	0
H17006782	18	q	0	12	0
H17006782	19	q	0	1	0
H17006782	20	q	0	0	0
H17006782	21	q	0	0	0
H17006782	22	q	99	0	0
H17006782	Y	q	0	0	0
H17006782	X	q	0	0	0
H17006868_2	1	p	0	0	2
H17006868_2	2	p	0	0	0
H17006868_2	3	p	0	0	0
H17006868_2	4	p	0	0	0
H17006868_2	5	p	0	0	0
H17006868_2	6	p	0	0	0
H17006868_2	7	p	0	0	0
H17006868_2	8	p	41	0	0
H17006868_2	9	p	0	0	0
H17006868_2	10	p	0	0	0
H17006868_2	11	p	0	0	6
H17006868_2	12	p	0	0	0
H17006868_2	16	p	0	0	9
H17006868_2	17	p	2	0	12
H17006868_2	18	p	0	0	0
H17006868_2	19	p	0	0	0
H17006868_2	20	p	42	0	0
H17006868_2	21	p	0	0	0
H17006868_2	Y	p	0	0	0
H17006868_2	X	p	0	0	12
H17006868_2	1	q	0	0	5
H17006868_2	2	q	0	0	1
H17006868_2	3	q	47	33	0
H17006868_2	4	q	0	0	2
H17006868_2	5	q	0	0	2
H17006868_2	6	q	0	0	0
H17006868_2	7	q	24	0	0
H17006868_2	8	q	58	0	3
H17006868_2	9	q	0	6	0
H17006868_2	10	q	0	0	0
H17006868_2	11	q	81	0	0
H17006868_2	12	q	0	0	0
H17006868_2	13	q	0	0	0
H17006868_2	14	q	0	0	0
H17006868_2	15	q	0	0	0
H17006868_2	16	q	0	0	6
H17006868_2	17	q	3	0	9
H17006868_2	18	q	0	0	0
H17006868_2	19	q	0	0	0
H17006868_2	20	q	0	0	0
H17006868_2	21	q	0	0	0
H17006868_2	22	q	23	0	0
H17006868_2	Y	q	0	0	0
H17006868_2	X	q	40	0	7
H17007241	1	p	0	0	0
H17007241	2	p	0	0	0
H17007241	3	p	0	0	0
H17007241	4	p	0	0	0
H17007241	5	p	0	0	0
H17007241	6	p	0	0	0
H17007241	7	p	95	0	0
H17007241	8	p	0	0	0
H17007241	9	p	0	90	0
H17007241	10	p	0	96	0
H17007241	11	p	0	0	7
H17007241	12	p	0	0	0
H17007241	16	p	1	0	0
H17007241	17	p	1	0	0
H17007241	18	p	0	0	0
H17007241	19	p	0	0	0
H17007241	20	p	0	0	0
H17007241	21	p	0	0	0
H17007241	Y	p	0	0	0
H17007241	X	p	0	0	0
H17007241	1	q	0	0	3
H17007241	2	q	0	0	0
H17007241	3	q	0	0	0
H17007241	4	q	0	0	1
H17007241	5	q	0	0	2
H17007241	6	q	0	97	0
H17007241	7	q	99	0	3
H17007241	8	q	0	0	0
H17007241	9	q	0	0	0
H17007241	10	q	0	98	0
H17007241	11	q	0	0	0
H17007241	12	q	0	0	0
H17007241	13	q	0	0	0
H17007241	14	q	0	98	0
H17007241	15	q	0	54	0
H17007241	16	q	0	0	6
H17007241	17	q	0	0	5
H17007241	18	q	0	0	0
H17007241	19	q	0	0	0
H17007241	20	q	0	0	9
H17007241	21	q	1	0	0
H17007241	22	q	0	0	0
H17007241	Y	q	0	0	0
H17007241	X	q	0	0	0
H17007301	1	p	41	0	0
H17007301	2	p	93	0	0
H17007301	3	p	0	0	0
H17007301	4	p	0	0	7
H17007301	5	p	0	0	0
H17007301	6	p	0	0	0
H17007301	7	p	99	0	0
H17007301	8	p	0	99	0
H17007301	9	p	0	48	25
H17007301	10	p	36	0	0
H17007301	11	p	0	6	0
H17007301	12	p	39	0	19
H17007301	16	p	95	0	7
H17007301	17	p	41	0	0
H17007301	18	p	99	0	0
H17007301	19	p	48	35	0
H17007301	20	p	0	0	0
H17007301	21	p	0	0	0
H17007301	Y	p	0	0	0
H17007301	X	p	0	0	0
H17007301	1	q	87	0	0
H17007301	2	q	99	0	1
H17007301	3	q	0	0	0
H17007301	4	q	2	25	2
H17007301	5	q	76	0	0
H17007301	6	q	0	0	2
H17007301	7	q	24	0	0
H17007301	8	q	89	0	3
H17007301	9	q	0	0	13
H17007301	10	q	24	0	3
H17007301	11	q	0	0	11
H17007301	12	q	19	0	21
H17007301	13	q	48	0	0
H17007301	14	q	0	2	17
H17007301	15	q	0	0	4
H17007301	16	q	0	0	0
H17007301	17	q	0	0	0
H17007301	18	q	0	0	0
H17007301	19	q	0	7	23
H17007301	20	q	15	0	0
H17007301	21	q	24	0	17
H17007301	22	q	0	0	0
H17007301	Y	q	24	0	0
H17007301	X	q	0	0	0
H17007328	1	p	0	8	0
H17007328	2	p	0	0	0
H17007328	3	p	0	0	0
H17007328	4	p	1	0	0
H17007328	5	p	0	0	0
H17007328	6	p	1	0	0
H17007328	7	p	0	1	0
H17007328	8	p	0	0	0
H17007328	9	p	0	0	0
H17007328	10	p	0	0	0
H17007328	11	p	0	0	0
H17007328	12	p	0	0	0
H17007328	16	p	0	0	10
H17007328	17	p	0	0	0
H17007328	18	p	0	0	0
H17007328	19	p	0	0	0
H17007328	20	p	0	0	0
H17007328	21	p	0	0	0
H17007328	Y	p	0	0	0
H17007328	X	p	0	0	10
H17007328	1	q	0	0	0
H17007328	2	q	0	0	0
H17007328	3	q	2	0	0
H17007328	4	q	0	0	2
H17007328	5	q	0	0	0
H17007328	6	q	0	0	0
H17007328	7	q	2	0	2
H17007328	8	q	0	0	0
H17007328	9	q	0	0	0
H17007328	10	q	0	0	0
H17007328	11	q	0	0	0
H17007328	12	q	0	0	0
H17007328	13	q	2	0	0
H17007328	14	q	0	0	3
H17007328	15	q	0	0	0
H17007328	16	q	0	0	0
H17007328	17	q	0	0	0
H17007328	18	q	0	0	0
H17007328	19	q	0	0	0
H17007328	20	q	0	0	0
H17007328	21	q	0	0	0
H17007328	22	q	0	0	0
H17007328	Y	q	0	0	0
H17007328	X	q	0	0	8
H17007349	1	p	0	0	0
H17007349	2	p	0	0	0
H17007349	3	p	0	0	0
H17007349	4	p	0	0	0
H17007349	5	p	1	0	0
H17007349	6	p	0	0	0
H17007349	7	p	0	0	0
H17007349	8	p	0	0	0
H17007349	9	p	0	0	0
H17007349	10	p	0	0	0
H17007349	11	p	0	0	0
H17007349	12	p	0	0	0
H17007349	16	p	0	0	9
H17007349	17	p	14	84	0
H17007349	18	p	0	0	0
H17007349	19	p	0	0	0
H17007349	20	p	0	0	0
H17007349	21	p	0	0	0
H17007349	Y	p	0	0	0
H17007349	X	p	0	0	0
H17007349	1	q	86	0	2
H17007349	2	q	0	0	0
H17007349	3	q	0	0	0
H17007349	4	q	0	0	0
H17007349	5	q	0	0	2
H17007349	6	q	0	0	0
H17007349	7	q	0	0	0
H17007349	8	q	0	0	2
H17007349	9	q	2	0	0
H17007349	10	q	0	0	2
H17007349	11	q	0	0	0
H17007349	12	q	0	0	0
H17007349	13	q	0	0	0
H17007349	14	q	0	0	0
H17007349	15	q	0	81	0
H17007349	16	q	12	0	5
H17007349	17	q	99	0	0
H17007349	18	q	0	0	0
H17007349	19	q	0	0	0
H17007349	20	q	0	0	0
H17007349	21	q	0	0	0
H17007349	22	q	0	0	0
H17007349	Y	q	0	0	0
H17007349	X	q	0	0	0
H17007371	1	p	0	0	98
H17007371	2	p	0	99	0
H17007371	3	p	33	0	3
H17007371	4	p	0	99	0
H17007371	5	p	99	0	0
H17007371	6	p	99	0	0
H17007371	7	p	0	99	0
H17007371	8	p	29	61	0
H17007371	9	p	0	90	0
H17007371	10	p	56	0	0
H17007371	11	p	0	99	0
H17007371	12	p	0	95	0
H17007371	16	p	21	50	0
H17007371	17	p	9	90	0
H17007371	18	p	92	0	0
H17007371	19	p	10	0	0
H17007371	20	p	0	0	99
H17007371	21	p	0	85	0
H17007371	Y	p	0	0	0
H17007371	X	p	0	99	0
H17007371	1	q	0	0	94
H17007371	2	q	0	99	0
H17007371	3	q	99	0	0
H17007371	4	q	0	21	0
H17007371	5	q	99	0	26
H17007371	6	q	20	79	0
H17007371	7	q	0	97	0
H17007371	8	q	87	8	0
H17007371	9	q	0	99	0
H17007371	10	q	63	0	0
H17007371	11	q	0	99	0
H17007371	12	q	0	0	0
H17007371	13	q	0	99	0
H17007371	14	q	0	98	0
H17007371	15	q	52	0	0
H17007371	16	q	0	99	0
H17007371	17	q	94	1	0
H17007371	18	q	94	0	0
H17007371	19	q	15	0	0
H17007371	20	q	0	0	99
H17007371	21	q	0	99	0
H17007371	22	q	60	0	0
H17007371	Y	q	0	0	0
H17007371	X	q	0	99	0
H17007373	1	p	0	0	0
H17007373	2	p	0	0	0
H17007373	3	p	0	0	3
H17007373	4	p	0	0	0
H17007373	5	p	0	0	0
H17007373	6	p	0	0	0
H17007373	7	p	0	0	0
H17007373	8	p	0	0	0
H17007373	9	p	0	0	0
H17007373	10	p	0	0	0
H17007373	11	p	0	0	0
H17007373	12	p	0	0	0
H17007373	16	p	0	0	0
H17007373	17	p	0	0	0
H17007373	18	p	0	0	0
H17007373	19	p	0	3	0
H17007373	20	p	0	0	0
H17007373	21	p	0	0	0
H17007373	Y	p	0	0	0
H17007373	X	p	0	0	0
H17007373	1	q	0	0	0
H17007373	2	q	0	0	0
H17007373	3	q	98	0	0
H17007373	4	q	0	0	0
H17007373	5	q	0	0	0
H17007373	6	q	0	88	0
H17007373	7	q	0	0	0
H17007373	8	q	0	0	0
H17007373	9	q	0	0	0
H17007373	10	q	0	0	0
H17007373	11	q	0	0	0
H17007373	12	q	0	0	0
H17007373	13	q	0	0	0
H17007373	14	q	0	0	0
H17007373	15	q	0	0	0
H17007373	16	q	0	0	0
H17007373	17	q	0	0	0
H17007373	18	q	0	0	0
H17007373	19	q	0	0	0
H17007373	20	q	0	0	0
H17007373	21	q	0	0	0
H17007373	22	q	0	0	0
H17007373	Y	q	0	0	0
H17007373	X	q	0	0	0
H17007374	1	p	0	7	0
H17007374	2	p	4	0	0
H17007374	3	p	0	33	0
H17007374	4	p	0	0	0
H17007374	5	p	98	0	0
H17007374	6	p	0	17	99
H17007374	7	p	2	0	0
H17007374	8	p	0	0	0
H17007374	9	p	0	99	0
H17007374	10	p	0	0	0
H17007374	11	p	0	8	5
H17007374	12	p	99	0	0
H17007374	16	p	8	0	14
H17007374	17	p	0	99	0
H17007374	18	p	0	99	0
H17007374	19	p	41	37	0
H17007374	20	p	16	0	0
H17007374	21	p	0	85	0
H17007374	Y	p	0	0	0
H17007374	X	p	0	99	0
H17007374	1	q	88	0	0
H17007374	2	q	0	0	0
H17007374	3	q	0	0	0
H17007374	4	q	0	0	6
H17007374	5	q	0	0	0
H17007374	6	q	0	3	99
H17007374	7	q	1	0	0
H17007374	8	q	0	0	0
H17007374	9	q	0	99	0
H17007374	10	q	1	0	0
H17007374	11	q	82	0	0
H17007374	12	q	8	0	0
H17007374	13	q	0	0	0
H17007374	14	q	0	0	0
H17007374	15	q	0	55	44
H17007374	16	q	0	72	0
H17007374	17	q	64	34	64
H17007374	18	q	0	99	0
H17007374	19	q	1	0	0
H17007374	20	q	72	0	0
H17007374	21	q	0	99	0
H17007374	22	q	0	99	0
H17007374	Y	q	0	0	0
H17007374	X	q	0	99	0
H17007445	1	p	0	0	9
H17007445	2	p	0	4	22
H17007445	3	p	0	0	4
H17007445	4	p	0	0	0
H17007445	5	p	0	0	6
H17007445	6	p	0	0	14
H17007445	7	p	0	0	0
H17007445	8	p	0	0	0
H17007445	9	p	2	0	0
H17007445	10	p	0	0	13
H17007445	11	p	0	0	19
H17007445	12	p	41	0	0
H17007445	16	p	0	0	13
H17007445	17	p	0	0	12
H17007445	18	p	0	0	0
H17007445	19	p	0	0	0
H17007445	20	p	0	0	0
H17007445	21	p	0	0	0
H17007445	Y	p	99	0	0
H17007445	X	p	13	0	0
H17007445	1	q	0	0	3
H17007445	2	q	0	0	10
H17007445	3	q	0	0	2
H17007445	4	q	0	0	0
H17007445	5	q	0	0	0
H17007445	6	q	0	0	12
H17007445	7	q	0	0	6
H17007445	8	q	0	0	0
H17007445	9	q	0	0	0
H17007445	10	q	0	0	0
H17007445	11	q	0	0	7
H17007445	12	q	15	0	0
H17007445	13	q	0	0	2
H17007445	14	q	0	0	0
H17007445	15	q	0	0	3
H17007445	16	q	0	0	6
H17007445	17	q	0	0	22
H17007445	18	q	3	0	0
H17007445	19	q	0	0	14
H17007445	20	q	0	0	0
H17007445	21	q	1	1	0
H17007445	22	q	0	0	8
H17007445	Y	q	99	0	0
H17007445	X	q	0	0	0
H17007490	1	p	0	0	2
H17007490	2	p	0	6	3
H17007490	3	p	0	1	5
H17007490	4	p	0	0	0
H17007490	5	p	99	0	0
H17007490	6	p	28	10	0
H17007490	7	p	0	0	0
H17007490	8	p	99	0	0
H17007490	9	p	29	0	0
H17007490	10	p	0	0	0
H17007490	11	p	0	1	5
H17007490	12	p	0	0	0
H17007490	16	p	8	4	4
H17007490	17	p	0	76	0
H17007490	18	p	3	0	0
H17007490	19	p	0	0	0
H17007490	20	p	2	1	0
H17007490	21	p	0	0	0
H17007490	Y	p	0	0	0
H17007490	X	p	0	0	4
H17007490	1	q	0	0	0
H17007490	2	q	0	2	0
H17007490	3	q	0	0	0
H17007490	4	q	0	0	0
H17007490	5	q	99	0	0
H17007490	6	q	7	40	0
H17007490	7	q	0	0	0
H17007490	8	q	99	0	0
H17007490	9	q	99	0	0
H17007490	10	q	0	0	0
H17007490	11	q	7	66	0
H17007490	12	q	0	0	0
H17007490	13	q	0	0	0
H17007490	14	q	0	18	0
H17007490	15	q	32	1	0
H17007490	16	q	1	1	0
H17007490	17	q	0	5	0
H17007490	18	q	2	0	0
H17007490	19	q	31	0	0
H17007490	20	q	0	0	0
H17007490	21	q	0	3	0
H17007490	22	q	88	0	82
H17007490	Y	q	0	0	0
H17007490	X	q	0	0	15
H17007513	1	p	0	0	0
H17007513	2	p	98	0	0
H17007513	3	p	0	0	99
H17007513	4	p	5	0	0
H17007513	5	p	99	0	0
H17007513	6	p	38	21	27
H17007513	7	p	10	0	0
H17007513	8	p	60	0	97
H17007513	9	p	76	23	80
H17007513	10	p	0	0	0
H17007513	11	p	7	1	0
H17007513	12	p	98	0	0
H17007513	16	p	1	17	0
H17007513	17	p	99	0	47
H17007513	18	p	99	0	0
H17007513	19	p	73	16	0
H17007513	20	p	99	0	0
H17007513	21	p	0	0	0
H17007513	Y	p	99	0	0
H17007513	X	p	14	0	0
H17007513	1	q	99	0	0
H17007513	2	q	74	2	73
H17007513	3	q	99	0	0
H17007513	4	q	3	0	0
H17007513	5	q	50	0	47
H17007513	6	q	72	0	91
H17007513	7	q	67	0	37
H17007513	8	q	99	0	99
H17007513	9	q	99	0	96
H17007513	10	q	6	1	0
H17007513	11	q	99	0	0
H17007513	12	q	29	1	0
H17007513	13	q	23	0	0
H17007513	14	q	53	12	0
H17007513	15	q	73	0	23
H17007513	16	q	99	0	6
H17007513	17	q	99	0	7
H17007513	18	q	20	0	0
H17007513	19	q	99	0	0
H17007513	20	q	99	0	0
H17007513	21	q	61	0	0
H17007513	22	q	99	0	0
H17007513	Y	q	0	99	0
H17007513	X	q	34	0	0
H17007513M4	1	p	8	0	0
H17007513M4	2	p	80	0	0
H17007513M4	3	p	0	0	99
H17007513M4	4	p	99	0	0
H17007513M4	5	p	99	0	0
H17007513M4	6	p	13	0	5
H17007513M4	7	p	6	0	0
H17007513M4	8	p	60	0	80
H17007513M4	9	p	71	0	24
H17007513M4	10	p	22	61	0
H17007513M4	11	p	3	0	0
H17007513M4	12	p	99	0	0
H17007513M4	16	p	86	0	9
H17007513M4	17	p	99	0	47
H17007513M4	18	p	99	0	0
H17007513M4	19	p	23	0	0
H17007513M4	20	p	98	0	0
H17007513M4	21	p	0	85	0
H17007513M4	Y	p	0	0	0
H17007513M4	X	p	99	0	0
H17007513M4	1	q	97	0	0
H17007513M4	2	q	37	0	0
H17007513M4	3	q	99	0	0
H17007513M4	4	q	99	0	0
H17007513M4	5	q	22	0	75
H17007513M4	6	q	73	0	80
H17007513M4	7	q	28	4	74
H17007513M4	8	q	99	0	0
H17007513M4	9	q	99	0	91
H17007513M4	10	q	95	0	0
H17007513M4	11	q	50	0	0
H17007513M4	12	q	98	0	0
H17007513M4	13	q	90	0	74
H17007513M4	14	q	97	0	0
H17007513M4	15	q	73	0	23
H17007513M4	16	q	99	0	6
H17007513M4	17	q	97	0	4
H17007513M4	18	q	97	0	0
H17007513M4	19	q	99	0	0
H17007513M4	20	q	99	0	0
H17007513M4	21	q	0	2	0
H17007513M4	22	q	99	0	0
H17007513M4	Y	q	0	0	0
H17007513M4	X	q	99	0	0
H17007565	1	p	0	0	0
H17007565	2	p	0	0	0
H17007565	3	p	0	0	0
H17007565	4	p	0	0	0
H17007565	5	p	0	0	0
H17007565	6	p	0	0	0
H17007565	7	p	0	0	0
H17007565	8	p	0	0	0
H17007565	9	p	2	0	0
H17007565	10	p	0	0	0
H17007565	11	p	0	0	0
H17007565	12	p	6	0	0
H17007565	16	p	0	0	9
H17007565	17	p	0	0	0
H17007565	18	p	0	0	0
H17007565	19	p	0	0	0
H17007565	20	p	0	0	0
H17007565	21	p	0	0	0
H17007565	Y	p	0	0	0
H17007565	X	p	0	0	8
H17007565	1	q	0	1	2
H17007565	2	q	0	0	0
H17007565	3	q	0	0	0
H17007565	4	q	0	0	0
H17007565	5	q	0	0	0
H17007565	6	q	0	0	0
H17007565	7	q	0	0	0
H17007565	8	q	0	0	0
H17007565	9	q	0	0	0
H17007565	10	q	0	0	3
H17007565	11	q	0	0	0
H17007565	12	q	0	0	3
H17007565	13	q	0	0	0
H17007565	14	q	2	0	0
H17007565	15	q	0	0	0
H17007565	16	q	0	0	0
H17007565	17	q	2	0	5
H17007565	18	q	0	0	0
H17007565	19	q	0	0	0
H17007565	20	q	0	0	0
H17007565	21	q	0	0	0
H17007565	22	q	0	0	0
H17007565	Y	q	0	0	0
